# Epoch TotalLoss PDELoss RobinBoundaryLoss PetviashviliScaleLoss PetviashviliS N K M IdentityError LearningRate EpochSeconds
7.000000000000000000e+01 7.387056205588764612e+01 7.386632383996375495e+01 4.238215923886873185e-04 0.000000000000000000e+00 6.929730761736488603e+03 4.625011128761267326e-02 1.257465107382707559e-01 1.574712934848057909e-05 1.091076195273995575e-01 1.000000000000000021e-03 1.080540000111795962e-02
7.100000000000000000e+01 1.275593251765584801e+00 1.275518647977255338e+00 7.460378832938184753e-06 0.000000000000000000e+00 7.478854486395744607e+04 1.567706790274088144e-02 2.500121496708092028e-01 1.881078753135869150e-06 1.406812616593923482e-01 1.000000000000000021e-03 9.766500006662681699e-03
7.200000000000000000e+01 7.832286437681176494e+00 7.832013717266012698e+00 2.727204151642263321e-05 0.000000000000000000e+00 5.291057331881221762e+04 2.221482855942898474e-02 7.511770868043914362e-01 7.518409780837476078e-06 3.977958535518438254e-01 1.000000000000000021e-03 1.301629999943543226e-02
7.300000000000000000e+01 1.668673739359990941e+04 1.668673719385884397e+04 1.997410659817725807e-05 0.000000000000000000e+00 5.673080231019842904e+04 2.051815253614631962e-02 6.770916416766549206e-01 6.329259568700450070e-06 3.590576441149050391e-01 1.000000000000000021e-03 1.007940000272355974e-02
7.400000000000000000e+01 4.285109408356397762e+04 4.285109392880177620e+04 1.547622001601796634e-05 0.000000000000000000e+00 7.924445902796453447e+04 1.442773912482508622e-02 1.757940375791251231e-01 1.291254418945336266e-06 1.023234666599687065e-01 1.000000000000000021e-03 9.785400005057454109e-03
7.500000000000000000e+01 1.106063508817033636e+00 1.102427738482146591e+00 3.635770334887012518e-04 0.000000000000000000e+00 7.930109408688548683e+03 3.955898914576282815e-02 1.032833097005551731e-01 1.150055305597126570e-05 9.118914344298444108e-02 1.000000000000000021e-03 1.232959999470040202e-02
7.600000000000000000e+01 1.583694224271674175e+05 1.583694162134618964e+05 6.213705518649115115e-04 0.000000000000000000e+00 8.210088350968824670e+03 6.155708700783404236e-02 3.594004518522425640e-01 2.938547097409285945e-05 2.412279274629812453e-01 1.000000000000000021e-03 1.004710000415798277e-02
7.700000000000000000e+01 2.442544344681725197e+05 2.442544293511598371e+05 5.117012685227196158e-04 0.000000000000000000e+00 8.358035788208289887e+03 5.199903606084545216e-02 2.425106462017019571e-01 2.072907601140830608e-05 1.732336300856850420e-01 1.000000000000000021e-03 1.264559999981429428e-02
7.800000000000000000e+01 1.592980025804151267e-01 1.575649449734969343e-01 1.733057606918188428e-04 0.000000000000000000e+00 7.823163967074907305e+03 2.404217006282604457e-02 6.750362938131555281e-03 3.504637208876771167e-06 2.741384689468294444e-02 1.000000000000000021e-03 9.279100006096996367e-03
7.900000000000000000e+01 4.397159045106217263e+02 4.397158410177960945e+02 6.349282563125017710e-06 0.000000000000000000e+00 6.780437032017709862e+04 1.695766562094339763e-02 5.096075081782949212e-01 4.008022173375527253e-06 2.717574116879175050e-01 1.000000000000000021e-03 1.105850000749342144e-02
8.000000000000000000e+01 3.863984126769926863e+00 3.863121102922878691e+00 8.630238470479528366e-05 0.000000000000000000e+00 4.493593833348847693e+04 2.869617131860231762e-02 1.060958289576163338e+00 1.244383308404136012e-05 5.591628722735999535e-01 1.000000000000000021e-03 1.001340000948403031e-02
8.100000000000000000e+01 9.036906563638209263e+03 9.036905886054841176e+03 6.775833676123792519e-05 0.000000000000000000e+00 4.936897881315819541e+04 2.561620531515067592e-02 9.403894045795649914e-01 1.004296462097011807e-05 4.958008646403121999e-01 1.000000000000000021e-03 9.630400003516115248e-03
8.200000000000000000e+01 1.901405344884465376e+04 1.901405344773444085e+04 1.110212276172269280e-07 0.000000000000000000e+00 8.569510063186207844e+04 1.347018552823767319e-02 3.371698679836531154e-01 2.124451901668537756e-06 1.820529950681625542e-01 1.000000000000000021e-03 1.078969999798573554e-02
8.300000000000000000e+01 2.845091316881912302e+00 2.843258193700519687e+00 1.833123181392660257e-04 0.000000000000000000e+00 8.834165883045592636e+03 2.292275207605254037e-02 1.497871257479959674e-02 3.442555727853973001e-06 3.040866580772448591e-02 1.000000000000000021e-03 1.361419999739155173e-02
8.400000000000000000e+01 1.019185231052290419e+00 1.015543784182416198e+00 3.641446869874185059e-04 0.000000000000000000e+00 1.028679877976708849e+04 3.749445430953950859e-02 1.444936313824882190e-01 1.066816532023038552e-05 1.097306018354633761e-01 1.000000000000000021e-03 1.436590000230353326e-02
8.500000000000000000e+01 6.176228679613640971e+00 6.173242205910217884e+00 2.986473703423447108e-04 0.000000000000000000e+00 1.000350804254331524e+04 3.203079964255102496e-02 8.769546398191342684e-02 7.585192245419036046e-06 7.587094644126232690e-02 1.000000000000000021e-03 1.231089999782852829e-02
8.600000000000000000e+01 1.537440324859195016e+03 1.537439498533837195e+03 8.263253578678411151e-05 0.000000000000000000e+00 2.007427041811100571e+04 1.549509853109729517e-02 1.642766799891239721e-02 1.181060732583631612e-06 2.370775146982091047e-02 1.000000000000000021e-03 1.460019999649375677e-02
8.700000000000000000e+01 1.347308145402609902e+00 1.346620757979993588e+00 6.873874226162830575e-05 0.000000000000000000e+00 2.769929731295055899e+04 1.443955318068023547e-02 2.518917248215527330e-02 9.759864703487557570e-07 2.703316343528752372e-02 1.000000000000000021e-03 1.056720000633504242e-02
8.800000000000000000e+01 4.661324867007236753e+04 4.661324671763528750e+04 1.952437077146043686e-04 0.000000000000000000e+00 9.498046099222423436e+03 2.335204480806770538e-02 2.374738492501260109e-02 3.708735133571192462e-06 3.522202853544043055e-02 1.000000000000000021e-03 1.389709999784827232e-02
8.900000000000000000e+01 5.258295373128992090e+00 5.256682343946164515e+00 1.613029182827481218e-04 0.000000000000000000e+00 9.450745943172138141e+03 2.067576373035841936e-02 1.059013485953975812e-02 2.748019184326175782e-06 2.596808314094397122e-02 1.000000000000000021e-03 1.267229999939445406e-02
9.000000000000000000e+01 1.227436931607143009e+02 1.227434114717602540e+02 2.816889540469305045e-05 0.000000000000000000e+00 7.962761708186739997e+04 1.194566951193198889e-02 8.424753974920873301e-02 6.790287258410000545e-07 5.406876035781051776e-02 1.000000000000000021e-03 1.274330000160261989e-02
9.100000000000000000e+01 9.562302500812971857e+02 9.562300102316717130e+02 2.398496254388682579e-05 0.000000000000000000e+00 8.740393815913869184e+04 1.161171657374169067e-02 9.356656043499689268e-02 6.681048703493339544e-07 5.839432868636978968e-02 1.000000000000000021e-03 1.240079999843146652e-02
9.200000000000000000e+01 3.161254212886112358e-02 3.047830351920689795e-02 1.134238609654224651e-04 0.000000000000000000e+00 1.170606053882421475e+04 1.675025594713390464e-02 4.178018336751355456e-03 1.609359959349960466e-06 1.883765575555023178e-02 1.000000000000000021e-03 1.217800000449642539e-02
9.300000000000000000e+01 4.658542344670811144e+04 4.658541867568798625e+04 4.771020123435059648e-04 0.000000000000000000e+00 1.203987874134115191e+04 4.598379849836233685e-02 3.061297362942982936e-01 1.653244778615316538e-05 1.990321341977253355e-01 1.000000000000000021e-03 1.372869999613612890e-02
9.400000000000000000e+01 5.392614367864486667e+03 5.392607714450064123e+03 6.653414422106655041e-04 0.000000000000000000e+00 1.126713949267828320e+04 6.232980031811981292e-02 5.629572599331789107e-01 3.051426056326223674e-05 3.437779160241459797e-01 1.000000000000000021e-03 1.136200000473763794e-02
9.500000000000000000e+01 1.899063239532887053e+02 1.899008859032722114e+02 5.438050016495423345e-04 0.000000000000000000e+00 1.187074474851072955e+04 5.173612369363464469e-02 3.949049772798974289e-01 2.099182634368496915e-05 2.491676205072396733e-01 1.000000000000000021e-03 1.046350000251550227e-02
