# Epoch TotalLoss PDELoss RobinBoundaryLoss PetviashviliScaleLoss PetviashviliS N K M IdentityError LearningRate EpochSeconds
4.000000000000000000e+01 8.216530529161418883e+01 6.490540278831383603e+01 1.725990250330035281e+00 0.000000000000000000e+00 1.255132404430771800e+02 3.576468572095795828e+00 3.323610234065657920e+01 1.608955331814788392e-01 2.003362420924260690e+01 1.000000000000000021e-03 9.883589996024966240e-02
4.100000000000000000e+01 2.327143641510025134e+02 2.194722315459457604e+02 1.324213260505674450e+00 0.000000000000000000e+00 1.654028796271039425e+02 2.659968087563828298e+00 2.534009829487985499e+01 9.268289203649177077e-02 1.523733434296726230e+01 1.000000000000000021e-03 9.245579998241737485e-02
4.200000000000000000e+01 3.098851245648513213e+04 3.097869811084322282e+04 9.814345641909109075e-01 0.000000000000000000e+00 2.057887732393375302e+02 1.901289548149253550e+00 1.693992544329858063e+01 5.039756108432830173e-02 1.032085470871421684e+01 1.000000000000000021e-03 8.445460000075399876e-02
4.300000000000000000e+01 1.457363772432887572e+01 7.184557610877577716e+00 7.389080113451297338e-01 0.000000000000000000e+00 2.433507136763613801e+02 1.366118401149630790e+00 1.093107547867948881e+01 2.807329404250247587e-02 6.803582846446873056e+00 1.000000000000000021e-03 9.271709999302402139e-02
4.400000000000000000e+01 6.368493249111539853e+02 6.313348659000511134e+02 5.514459011102913477e-01 0.000000000000000000e+00 3.955289163028450048e+02 9.547886417419377825e-01 9.659814933942664439e+00 1.462521669157561093e-02 5.770070892021694320e+00 1.000000000000000021e-03 8.364540000911802053e-02
4.500000000000000000e+01 5.724132159086152569e+02 5.682557112421129659e+02 4.157504666502295221e-01 0.000000000000000000e+00 7.735741414087437988e+02 6.807061412280135393e-01 1.046235715791235243e+01 7.642298783951047801e-03 5.904242421400239138e+00 1.000000000000000021e-03 8.958670002175495028e-02
4.600000000000000000e+01 5.102750207050203244e+02 5.071883083753751293e+02 3.086712329645187047e-01 0.000000000000000000e+00 1.359644797288490508e+03 4.971780197155654668e-01 9.726681788673793960e+00 3.942587744050890346e-03 5.356576326308410962e+00 1.000000000000000021e-03 9.075020003365352750e-02
4.700000000000000000e+01 1.242825080199745571e+04 1.242603043306057589e+04 2.220368936879147659e-01 0.000000000000000000e+00 1.928478095324144988e+03 3.789409460237094796e-01 6.933623106386995971e+00 1.994190397361175499e-03 3.843758308819846370e+00 1.000000000000000021e-03 8.964969997759908438e-02
4.800000000000000000e+01 3.158310893209344707e+06 3.158309300638227258e+06 1.592571117355231769e-01 0.000000000000000000e+00 1.851087185178428399e+03 3.163890628893669121e-01 3.516086557559322312e+00 1.120656205865668085e-03 2.073311685463162579e+00 1.000000000000000021e-03 8.653720002621412277e-02
4.900000000000000000e+01 7.764959010521651805e+01 7.642739936042735849e+01 1.222190744789153072e-01 0.000000000000000000e+00 1.401314552749398899e+03 2.994653207460702404e-01 1.897761849590327454e+00 8.908394215214920139e-04 1.247455406119712507e+00 1.000000000000000021e-03 8.656259998679161072e-02
5.000000000000000000e+01 1.270449584804315691e+03 1.269332316401315666e+03 1.117268403000038074e-01 0.000000000000000000e+00 1.476091178782504358e+03 3.171781944017456611e-01 2.519607350796895684e+00 1.068349904441930976e-03 1.575913519895751680e+00 1.000000000000000021e-03 8.757290005451068282e-02
5.100000000000000000e+01 8.748133087844529427e+02 8.736791398284069601e+02 1.134168956046039262e-01 0.000000000000000000e+00 1.166862474670334905e+03 3.531545226176406871e-01 2.886265307837597049e+00 1.539416354136910600e-03 1.794747760182302310e+00 1.000000000000000021e-03 8.443919999990612268e-02
5.200000000000000000e+01 9.220849054911696294e+04 9.220727146475604968e+04 1.219084360916982551e-01 0.000000000000000000e+00 8.150044996025642376e+02 3.995590953760102537e-01 2.835391770197338346e+00 2.229748401831744675e-03 1.815025232072847716e+00 1.000000000000000021e-03 8.679370000027120113e-02
5.300000000000000000e+01 8.677923568027270562e+01 8.539416922772699081e+01 1.385066452545718196e-01 0.000000000000000000e+00 7.384049497082528433e+02 4.561381720693654662e-01 3.665436456483940120e+00 3.099730576312508760e-03 2.285756669735023117e+00 1.000000000000000021e-03 8.829049998894333839e-02
5.400000000000000000e+01 4.296143602694349283e+03 4.294633756736728174e+03 1.509845957620720436e-01 0.000000000000000000e+00 7.152602651478171083e+02 5.009543229468860215e-01 4.531023197704535654e+00 3.867775209387972184e-03 2.762598146589765769e+00 1.000000000000000021e-03 9.020989999407902360e-02
5.500000000000000000e+01 8.826419728989966629e+00 7.211925508531553675e+00 1.614494220458413121e-01 0.000000000000000000e+00 6.040234625315681569e+02 5.433398960166759828e-01 4.548543861435947022e+00 4.664739039979358577e-03 2.812947087694670056e+00 1.000000000000000021e-03 9.445689996937289834e-02
5.600000000000000000e+01 2.208464521422314192e+03 2.207520312777456638e+03 9.442086448574679713e-02 0.000000000000000000e+00 7.146171194462311860e+02 3.696561129228838616e-01 2.446638364094248619e+00 2.229131169155691271e-03 1.590746163800852431e+00 1.000000000000000021e-03 8.930039999540895224e-02
5.700000000000000000e+01 1.058131645077255030e+02 1.052659910745952203e+02 5.471734331302881282e-02 0.000000000000000000e+00 1.361744786797329652e+03 2.556506760501354725e-01 2.307403460727846412e+00 1.034960750412266530e-03 1.408317445663646250e+00 1.000000000000000021e-03 8.855149999726563692e-02
5.800000000000000000e+01 2.278790614562630310e+02 2.275566337060941180e+02 3.224277501689231523e-02 0.000000000000000000e+00 3.532397366094076460e+03 1.799077043866551540e-01 2.730094552700160992e+00 4.373672666516208976e-04 1.544517613470083983e+00 1.000000000000000021e-03 8.881290000863373280e-02
5.900000000000000000e+01 5.548093759910812378e+09 5.548093759709913254e+09 2.008990397707624900e-02 0.000000000000000000e+00 7.204694882190412500e+03 1.340140485331731413e-01 2.242242229546718590e+00 1.742107311730235763e-04 1.254960952575359334e+00 1.000000000000000021e-03 8.835129998624324799e-02
6.000000000000000000e+01 6.726005466475653520e+02 6.724388416778115243e+02 1.617049697538053277e-02 0.000000000000000000e+00 7.335741922354106464e+03 1.120775475229755652e-01 1.047676185347378164e+00 8.668729719855857449e-05 6.358289528994661710e-01 1.000000000000000021e-03 8.782769995741546154e-02
6.100000000000000000e+01 2.644917519677114637e-01 5.089514097812803534e-02 2.135966109895834353e-02 0.000000000000000000e+00 3.257365239380527328e+03 1.100749289944579490e-01 3.928825040028351423e-01 9.409942038106977938e-05 3.064220815754944427e-01 1.000000000000000021e-03 9.131809999234974384e-02
6.200000000000000000e+01 4.156495473159437097e+03 4.156457480501447208e+03 3.799265798993620418e-03 0.000000000000000000e+00 3.485478509042452060e+03 9.102418622244534685e-02 2.084591393762897094e-01 5.601921096436694074e-05 1.951977366996258401e-01 1.000000000000000021e-03 9.623699996154755354e-02
6.300000000000000000e+01 8.571186975318198620e+01 8.554988599885203371e+01 1.619837543299487009e-02 0.000000000000000000e+00 1.828996120483570394e+03 1.150060967324161576e-01 2.178254001776424031e-01 1.224271578890113120e-04 2.237963696633483435e-01 1.000000000000000021e-03 1.047160999733023345e-01
6.400000000000000000e+01 3.125927025508674433e+03 3.125460054766113899e+03 4.669707425607136364e-02 0.000000000000000000e+00 1.731742687072500985e+03 1.663352884009622334e-01 5.716798561793968725e-01 2.611099327086954173e-04 4.519141065579520000e-01 1.000000000000000021e-03 8.829069999046623707e-02
6.500000000000000000e+01 2.748877922995414792e+03 2.747979024564922838e+03 8.988984304919726831e-02 0.000000000000000000e+00 1.471910071062543693e+03 2.348357154652983836e-01 1.098118521320327723e+00 5.325698842180328751e-04 7.833624062412442024e-01 1.000000000000000021e-03 8.941399998730048537e-02
6.600000000000000000e+01 1.063190350955249386e+02 1.049142253391249255e+02 1.404809756400011711e-01 0.000000000000000000e+00 1.112569832201542340e+03 3.125067696491427571e-01 1.569122850636049726e+00 9.860668186517809828e-04 1.096082128148515800e+00 1.000000000000000021e-03 8.284500002628192306e-02
6.700000000000000000e+01 1.022806194831939131e+01 8.308818402655363755e+00 1.919243545664027772e-01 0.000000000000000000e+00 9.067644436630830569e+02 3.937930176240182489e-01 2.179838748231257117e+00 1.636271031697768014e-03 1.482076120707949141e+00 1.000000000000000021e-03 8.590549998916685581e-02
6.800000000000000000e+01 8.468013425601871091e+00 6.048391957791789508e+00 2.419621467810080528e-01 0.000000000000000000e+00 7.832208354899162259e+02 4.693981390697371525e-01 2.830031953635773867e+00 2.405980574697966570e-03 1.882008135312926100e+00 1.000000000000000021e-03 8.913410000968724489e-02
6.900000000000000000e+01 3.639713812880219557e+00 1.150441034114303651e+00 2.489272778765916072e-01 0.000000000000000000e+00 7.462815701952622476e+02 4.718803516246427021e-01 2.844958451007382649e+00 2.538397908757836739e-03 1.891821179219576265e+00 1.000000000000000021e-03 8.087880001403391361e-02
7.000000000000000000e+01 7.203065908867760925e+01 7.047265257829559459e+01 1.558006510382015375e-01 0.000000000000000000e+00 1.069613847237004848e+03 3.022634293874099098e-01 1.799494518513507391e+00 1.123780036831913392e-03 1.200886908607331716e+00 1.000000000000000021e-03 7.686750002903863788e-02
7.100000000000000000e+01 1.686563451509577316e+00 7.409854078509863218e-01 9.455780436585910220e-02 0.000000000000000000e+00 1.575400873860927732e+03 1.927254463835898768e-01 1.126844557452195694e+00 4.799716298596446275e-04 7.556677534798280638e-01 1.000000000000000021e-03 7.916520000435411930e-02
7.200000000000000000e+01 2.065684053447440494e-01 1.559468785797381470e-02 1.909737174867702156e-02 0.000000000000000000e+00 3.259167540170855318e+03 7.986819500978332986e-02 2.310204052593818613e-01 5.994733171296503919e-05 1.953184503077612932e-01 1.000000000000000021e-03 6.701320002321153879e-02
7.300000000000000000e+01 9.465362610952561226e+03 9.465146970116629745e+03 2.156408359322452284e-02 0.000000000000000000e+00 1.096123783080252178e+04 5.637045826678939442e-02 5.792000769804280802e-01 3.156308640456161551e-05 3.459389336705988582e-01 1.000000000000000021e-03 7.880429999204352498e-02
7.400000000000000000e+01 1.615907902904183138e+05 1.615896253887107014e+05 1.164901707606443709e-01 0.000000000000000000e+00 2.050986547327833705e+03 1.888780774758907766e-01 1.863945617409046740e+00 5.464935338753344578e-04 1.120304392646538805e+00 1.000000000000000021e-03 7.138580002356320620e-02
7.500000000000000000e+01 6.769613466318372907e+00 4.191596460259309431e+00 2.578017006059063476e-01 0.000000000000000000e+00 7.213616910976884355e+02 4.103260653934001079e-01 3.085404010604108738e+00 2.707418615096391420e-03 1.950320652080358208e+00 1.000000000000000021e-03 8.575590001419186592e-02
7.600000000000000000e+01 8.265792862078301084e+01 7.922858787097459299e+01 3.429340749808424404e-01 0.000000000000000000e+00 4.880460413752609270e+02 5.470574258677523005e-01 3.667072615648694356e+00 4.877805641008244562e-03 2.375715928051091552e+00 1.000000000000000021e-03 7.989719999022781849e-02
7.700000000000000000e+01 8.477797286757478723e+05 8.477755341897179605e+05 4.194486029900590385e-01 0.000000000000000000e+00 4.458593458617046394e+02 6.788003442584111813e-01 5.189457478718650485e+00 7.342066761639692678e-03 3.266187016856096470e+00 1.000000000000000021e-03 7.852460001595318317e-02
7.800000000000000000e+01 3.046638723839797080e+02 2.998801945267410360e+02 4.783677857238661235e-01 0.000000000000000000e+00 4.202667837447827992e+02 7.982489493121314172e-01 6.651428457443089748e+00 9.812726909528876607e-03 4.114150451124147345e+00 1.000000000000000021e-03 7.238659996073693037e-02
7.900000000000000000e+01 1.458438150805261785e+03 1.453320588547749594e+03 5.117562257512164869e-01 0.000000000000000000e+00 3.676468359462695048e+02 8.945410073323560862e-01 6.965671500548997308e+00 1.190647199870506490e-02 4.365470285608149759e+00 1.000000000000000021e-03 7.661079999525099993e-02
8.000000000000000000e+01 8.280450597850180117e+00 3.031804585656154849e+00 5.248646012194025934e-01 0.000000000000000000e+00 3.025538372578628241e+02 9.737098083300603779e-01 6.312881315532667514e+00 1.365096044898697451e-02 4.116499505647406743e+00 1.000000000000000021e-03 7.203039998421445489e-02
8.100000000000000000e+01 2.985898887779090387e+02 2.954718166940439232e+02 3.118072083865089383e-01 0.000000000000000000e+00 3.828852081958073654e+02 6.794903901841534699e-01 3.457695301894224915e+00 6.289974095576859187e-03 2.402048067035689183e+00 1.000000000000000021e-03 8.007979998365044594e-02
8.200000000000000000e+01 3.944171975578983984e+04 3.944004326834539825e+04 1.676487444443986174e-01 0.000000000000000000e+00 6.211966029919382208e+02 4.906769164417553730e-01 2.759624577823553970e+00 3.011106622837841570e-03 1.867478098730694480e+00 1.000000000000000021e-03 7.722899998771026731e-02
8.300000000000000000e+01 5.876400830855673121e+02 5.867733029808532592e+02 8.667801047140970272e-02 0.000000000000000000e+00 1.187961858799166976e+03 3.878941986547616572e-01 3.193221406932612805e+00 1.670512304264390024e-03 1.982834389816803711e+00 1.000000000000000021e-03 8.042769995518028736e-02
8.400000000000000000e+01 1.719309880634573773e+01 1.665188421994819379e+01 5.412145863975428850e-02 0.000000000000000000e+00 1.671433314078485409e+03 3.504933845676853066e-01 3.323811613046980806e+00 1.203996099718943535e-03 2.011195194991456603e+00 1.000000000000000021e-03 7.183600001735612750e-02
8.500000000000000000e+01 1.185394085496642447e+02 1.180963070632079450e+02 4.431014864563039002e-02 0.000000000000000000e+00 1.652182894652534515e+03 3.317561271294539038e-01 2.601173821992788238e+00 9.879917310660537438e-04 1.631355046394781905e+00 1.000000000000000021e-03 6.939719995716586709e-02
8.600000000000000000e+01 4.944729962603440799e+04 4.944664496467591380e+04 6.546613584913164863e-02 0.000000000000000000e+00 9.427217474682372540e+02 3.532137298308613560e-01 1.837371820615179452e+00 1.349178210382905464e-03 1.270550461928068087e+00 1.000000000000000021e-03 7.791619998170062900e-02
