# Epoch N K M S IdentityError FDM_N FDM_K FDM_M FDM_S FDM_IdentityError
8.000000000000000000e+01 9.737098083300603779e-01 6.312881315532667514e+00 1.365096044898697451e-02 3.025538372578628241e+02 4.116499505647406743e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.100000000000000000e+01 6.794903901841534699e-01 3.457695301894224915e+00 6.289974095576859187e-03 3.828852081958073654e+02 2.402048067035689183e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.200000000000000000e+01 4.906769164417553730e-01 2.759624577823553970e+00 3.011106622837841570e-03 6.211966029919382208e+02 1.867478098730694480e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.300000000000000000e+01 3.878941986547616572e-01 3.193221406932612805e+00 1.670512304264390024e-03 1.187961858799166976e+03 1.982834389816803711e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.400000000000000000e+01 3.504933845676853066e-01 3.323811613046980806e+00 1.203996099718943535e-03 1.671433314078485409e+03 2.011195194991456603e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.500000000000000000e+01 3.317561271294539038e-01 2.601173821992788238e+00 9.879917310660537438e-04 1.652182894652534515e+03 1.631355046394781905e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.600000000000000000e+01 3.532137298308613560e-01 1.837371820615179452e+00 1.349178210382905464e-03 9.427217474682372540e+02 1.270550461928068087e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.700000000000000000e+01 4.110702725470634089e-01 2.050046684944442088e+00 2.400438927561843704e-03 5.982629253883205820e+02 1.433693176091722643e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.800000000000000000e+01 4.333013397913519915e-01 2.635634541713160583e+00 3.016362365589422747e-03 5.805398683608160582e+02 1.748102248282342952e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
8.900000000000000000e+01 4.706590040282316867e-01 3.037866098929543401e+00 3.838744154281029195e-03 5.182924345906363897e+02 1.985753309338722294e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.000000000000000000e+01 5.165237820030431637e-01 3.189932406213458194e+00 4.810219999254466625e-03 4.389591298187885968e+02 2.106679765110517799e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.100000000000000000e+01 5.674627635165528927e-01 3.649685500746272737e+00 5.880118698420411065e-03 4.068464663021597403e+02 2.386425395191269061e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.200000000000000000e+01 6.221173562288839776e-01 4.299086293544207571e+00 7.078500140505608607e-03 3.915604221211365825e+02 2.764582002860481946e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.300000000000000000e+01 6.538334065056310429e-01 4.428763476285696221e+00 7.581760244254876629e-03 3.783046485572795632e+02 2.860633384404224433e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.400000000000000000e+01 6.860461800293948809e-01 4.550817631374726169e+00 8.105672699549797827e-03 3.653558570013764211e+02 2.953349323017207873e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.500000000000000000e+01 7.162153256683928548e-01 4.781251128430878516e+00 8.572095696732990808e-03 3.624365615829318017e+02 3.098268794187099218e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.600000000000000000e+01 7.237489252447532051e-01 4.735498248624510964e+00 8.309158927721990023e-03 3.720590828083343240e+02 3.083188890629287027e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.700000000000000000e+01 6.598975611850390610e-01 3.973662149937830623e+00 5.983367310687100898e-03 4.423476779415567535e+02 2.640745268843267546e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.800000000000000000e+01 4.887183329488959949e-01 2.197357779493483321e+00 2.255461619546016323e-03 7.038014785704913265e+02 1.585141761076091615e+00 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
9.900000000000000000e+01 3.891092744105632550e-01 1.087859115139878208e+00 1.048963161359485865e-03 8.894867487730075482e+02 9.319898688191428082e-01 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
1.000000000000000000e+02 3.369783950408895556e-01 5.879712845131810361e-01 7.050172977471091430e-04 8.949624914360741741e+02 6.302590199997328835e-01 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
1.010000000000000000e+02 3.152894921126437877e-01 3.327388668949194384e-01 6.277865162785588272e-04 7.672336265123180965e+02 4.810311390438249401e-01 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
1.020000000000000000e+02 3.127258836416849097e-01 1.033473367988562708e-01 6.256122395230478798e-04 5.824687066845006029e+02 3.637739398015900072e-01 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
1.030000000000000000e+02 3.231117129938519961e-01 2.588038532097146627e-01 6.507999422149597819e-04 6.953191145937275905e+02 4.518628396564943750e-01 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
1.040000000000000000e+02 3.412063942551283313e-01 5.153930996434926692e-01 6.982348444585746239e-04 8.577385514770259078e+02 5.982047092324160875e-01 9.627559922189476538e+01 1.921718228039618168e+02 1.929727507636545738e+02 9.968325054321918177e-01 6.112401397789000157e-01
